Accession,Length,Length_norm
XM_006370129.2,1540.0,0.08839712918660288
XM_006370130.2,1587.0,0.09120813397129186
XM_006370132.2,1017.0,0.057117224880382775
XM_006370134.2,2034.0,0.11794258373205742
XM_006370135.2,1113.0,0.06285885167464116
XM_006370136.2,1286.0,0.07320574162679426
XM_006370138.2,1678.0,0.09665071770334928
XM_006370141.2,1437.0,0.08223684210526316
XM_006370143.2,1764.0,0.10179425837320574
XM_006370147.2,774.0,0.04258373205741627
XM_006370151.2,2003.0,0.11608851674641149
XM_006370153.2,932.0,0.05203349282296651
XM_006370154.2,856.0,0.04748803827751196
XM_006370155.2,2212.0,0.12858851674641147
XM_006370156.2,1338.0,0.07631578947368421
XM_006370157.2,1222.0,0.06937799043062201
XM_006370159.2,1160.0,0.06566985645933014
XM_006370160.2,1177.0,0.0666866028708134
XM_006370168.2,1560.0,0.0895933014354067
XM_006370169.2,2874.0,0.16818181818181818
XM_006370170.2,1503.0,0.0861842105263158
XM_006370171.2,971.0,0.05436602870813397
XM_006370174.2,4306.0,0.25382775119617224
XM_006370178.2,1422.0,0.0813397129186603
XM_006370181.2,1629.0,0.09372009569377991
XM_006370183.2,1833.0,0.10592105263157894
XM_006370184.2,1497.0,0.08582535885167464
XM_006370185.2,928.0,0.05179425837320574
XM_006370187.2,1967.0,0.1139354066985646
XM_006370191.2,3238.0,0.18995215311004784
XM_006370195.2,3156.0,0.18504784688995216
XM_006370196.2,2453.0,0.1430023923444976
XM_006370197.2,1372.0,0.07834928229665072
XM_006370198.2,757.0,0.041566985645933016
XM_006370202.1,2772.0,0.16208133971291866
XM_006370206.2,1228.0,0.06973684210526317
XM_006370208.2,1768.0,0.1020334928229665
XM_006370209.2,2112.0,0.12260765550239235
XM_006370210.2,713.0,0.038935406698564594
XM_006370213.2,1266.0,0.07200956937799043
XM_006370214.2,1037.0,0.0583133971291866
XM_006370216.2,649.0,0.035107655502392345
XM_006370217.2,813.0,0.044916267942583736
XM_006370218.2,954.0,0.05334928229665072
XM_006370219.2,2296.0,0.13361244019138757
XM_006370221.2,2629.0,0.1535287081339713
XM_006370222.2,1992.0,0.11543062200956938
XM_006370223.2,1436.0,0.08217703349282297
XM_006370229.2,699.0,0.038098086124401916
XM_006370230.2,1244.0,0.07069377990430623
XM_006370231.2,1251.0,0.07111244019138756
XM_006370232.2,1485.0,0.08510765550239234
XM_006370233.2,1670.0,0.09617224880382776
XM_006370235.2,1031.0,0.05795454545454545
XM_006370236.2,1007.0,0.056519138755980865
XM_006370237.2,1068.0,0.060167464114832536
XM_006370239.2,877.0,0.048744019138755985
XM_006370240.2,1602.0,0.09210526315789475
XM_006370241.2,2364.0,0.13767942583732057
XM_006370242.2,1421.0,0.0812799043062201
XM_006370245.2,1846.0,0.10669856459330145
XM_006370247.2,1789.0,0.10328947368421053
XM_006370248.2,1740.0,0.10035885167464115
XM_006370249.2,3996.0,0.23528708133971293
XM_006370254.2,1848.0,0.10681818181818183
XM_006370256.2,664.0,0.03600478468899521
XM_006370258.2,3585.0,0.21070574162679426
XM_006370259.2,799.0,0.04407894736842105
XM_006370263.2,857.0,0.04754784688995215
XM_006370267.2,726.0,0.03971291866028708
XM_006370269.2,750.0,0.04114832535885168
XM_006370271.2,1538.0,0.0882775119617225
XM_006370274.2,579.0,0.03092105263157895
XM_006370276.2,1044.0,0.05873205741626794
XM_006370279.2,737.0,0.04037081339712919
XM_006370282.2,807.0,0.04455741626794259
XM_006370286.2,1326.0,0.07559808612440191
XM_006370289.2,1345.0,0.07673444976076556
XM_006370295.2,1310.0,0.07464114832535886
XM_006370296.2,2864.0,0.16758373205741628
XM_006370297.2,1331.0,0.07589712918660288
XM_006370298.2,1400.0,0.08002392344497608
XM_006370300.2,1330.0,0.07583732057416268
XM_006370301.2,345.0,0.016925837320574164
XM_006370305.2,2690.0,0.15717703349282297
XM_006370309.2,2775.0,0.16226076555023924
XM_006370318.2,2703.0,0.15795454545454546
XM_006370324.2,2079.0,0.12063397129186604
XM_006370327.2,1786.0,0.10311004784688996
XM_006370328.2,1805.0,0.10424641148325359
XM_006370337.2,2853.0,0.16692583732057417
XM_006370338.2,2862.0,0.1674641148325359
XM_006370339.2,665.0,0.03606459330143541
XM_006370341.2,2786.0,0.16291866028708135
XM_006370357.2,2682.0,0.15669856459330145
XM_006370358.2,3831.0,0.22541866028708135
XM_006370365.2,5399.0,0.3191985645933014
XM_006370382.2,1949.0,0.11285885167464116
XM_006370399.2,1466.0,0.08397129186602871
XM_006370401.2,3111.0,0.18235645933014355
XM_006370404.2,771.0,0.042404306220095694
XM_006370405.2,808.0,0.04461722488038278
XM_006370406.2,1872.0,0.10825358851674642
XM_006370407.2,1227.0,0.06967703349282296
XM_006370408.2,1439.0,0.08235645933014354
XM_006370409.2,1431.0,0.08187799043062201
XM_006370411.2,632.0,0.034090909090909095
XM_006370414.2,1359.0,0.07757177033492824
XM_006370415.2,1921.0,0.11118421052631579
XM_006370416.2,3344.0,0.19629186602870813
XM_006370417.2,336.0,0.01638755980861244
XM_006370419.2,1374.0,0.0784688995215311
XM_006370420.2,1661.0,0.09563397129186603
XM_006370421.2,564.0,0.030023923444976078
XM_006370433.2,1050.0,0.05909090909090909
XM_006370435.2,2013.0,0.1166866028708134
XM_006370440.2,4500.0,0.2654306220095694
XM_006370444.2,3475.0,0.2041267942583732
XM_006370445.2,2039.0,0.11824162679425837
XM_006370454.2,549.0,0.029126794258373206
XM_006370457.2,3064.0,0.17954545454545456
XM_006370461.2,809.0,0.04467703349282297
XM_006370464.2,2851.0,0.1668062200956938
XM_006370465.2,483.0,0.025179425837320576
XM_006370466.2,3508.0,0.20610047846889953
XM_006370488.2,938.0,0.05239234449760766
XM_006370499.2,868.0,0.04820574162679426
XM_006370511.2,2692.0,0.15729665071770335
XM_006370515.2,913.0,0.05089712918660287
XM_006370518.2,2128.0,0.1235645933014354
XM_006370519.2,939.0,0.05245215311004785
XM_006370521.2,1434.0,0.08205741626794259
XM_006370528.2,2093.0,0.12147129186602872
XM_006370529.2,2143.0,0.12446172248803829
XM_006370534.2,2354.0,0.13708133971291867
XM_006370536.1,968.0,0.0541866028708134
XM_006370537.2,2485.0,0.14491626794258375
XM_006370538.2,2064.0,0.11973684210526316
XM_006370539.2,1344.0,0.07667464114832537
XM_006370540.2,742.0,0.04066985645933015
XM_006370542.2,3044.0,0.17834928229665073
XM_006370545.2,1072.0,0.060406698564593304
XM_006370546.2,2661.0,0.1554425837320574
XM_006370547.2,978.0,0.05478468899521531
XM_006370549.2,1621.0,0.09324162679425838
XM_006370551.2,2247.0,0.13068181818181818
XM_006370552.2,5040.0,0.29772727272727273
XM_006370555.2,1450.0,0.08301435406698565
XM_006370557.2,2918.0,0.1708133971291866
XM_006370563.2,924.0,0.05155502392344498
XM_006370565.2,2717.0,0.15879186602870815
XM_006370566.2,1391.0,0.07948564593301435
XM_006370570.2,954.0,0.05334928229665072
XM_006370571.2,1544.0,0.08863636363636364
XM_006370576.2,869.0,0.04826555023923445
XM_006370577.2,751.0,0.04120813397129187
XM_006370581.2,1317.0,0.07505980861244019
XM_006370582.2,2543.0,0.14838516746411484
XM_006370584.2,1038.0,0.0583732057416268
XM_006370585.2,1614.0,0.09282296650717703
XM_006370586.2,1110.0,0.06267942583732057
XM_006370596.2,1951.0,0.11297846889952154
XM_006370597.2,1869.0,0.10807416267942584
XM_006370599.2,1768.0,0.1020334928229665
XM_006370602.2,1287.0,0.07326555023923445
XM_006370603.2,1563.0,0.08977272727272728
XM_006370604.2,830.0,0.045933014354066985
XM_006370605.2,1169.0,0.06620813397129187
XM_006370607.2,3684.0,0.21662679425837322
XM_006370609.2,1489.0,0.08534688995215312
XM_006370612.2,2491.0,0.1452751196172249
XM_006370623.2,1340.0,0.07643540669856459
XM_006370624.2,1076.0,0.060645933014354066
XM_006370630.2,618.0,0.03325358851674641
XM_006370631.2,1838.0,0.10622009569377991
XM_006370632.2,2155.0,0.12517942583732058
XM_006370633.2,1755.0,0.10125598086124402
XM_006370635.2,961.0,0.05376794258373206
XM_006370636.2,1838.0,0.10622009569377991
XM_006370637.2,2581.0,0.1506578947368421
XM_006370641.2,1449.0,0.08295454545454546
XM_006370655.2,1802.0,0.10406698564593302
XM_006370668.2,2086.0,0.12105263157894737
XM_006370671.2,2457.0,0.14324162679425836
XM_006370673.2,3540.0,0.20801435406698565
XM_006370679.2,11363.0,0.6758971291866029
XM_006370680.2,2753.0,0.16094497607655503
XM_006370681.2,3659.0,0.21513157894736842
XM_006370687.2,1777.0,0.10257177033492823
XM_006370688.2,1778.0,0.10263157894736842
XM_006370690.2,1652.0,0.0950956937799043
XM_006370699.2,1135.0,0.06417464114832536
XM_006370707.2,336.0,0.01638755980861244
XM_006370712.2,804.0,0.04437799043062201
XM_006370716.2,1574.0,0.09043062200956938
XM_006370717.1,441.0,0.022667464114832538
XM_006370719.2,978.0,0.05478468899521531
XM_006370720.2,1306.0,0.0744019138755981
XM_006370730.2,1401.0,0.08008373205741627
XM_006370731.2,828.0,0.045813397129186605
XM_006370759.2,1112.0,0.06279904306220097
XM_006370762.2,3988.0,0.23480861244019138
XM_006370767.2,620.0,0.0333732057416268
XM_006370781.2,4015.0,0.23642344497607656
XM_006370784.2,2045.0,0.11860047846889953
XM_006370787.2,1705.0,0.09826555023923446
XM_006370796.2,5258.0,0.31076555023923447
XM_006370802.2,3192.0,0.18720095693779906
XM_006370804.2,2111.0,0.12254784688995216
XM_006370813.2,1811.0,0.10460526315789474
XM_006370818.2,492.0,0.0257177033492823
XM_006370829.2,1787.0,0.10316985645933015
XM_006370830.2,2195.0,0.12757177033492823
XM_006370831.2,2287.0,0.13307416267942584
XM_006370833.2,1735.0,0.1000598086124402
XM_006370834.2,1763.0,0.10173444976076555
XM_006370835.2,1323.0,0.07541866028708134
XM_006370838.2,2383.0,0.13881578947368423
XM_006370840.2,3786.0,0.22272727272727275
XM_006370841.2,2247.0,0.13068181818181818
XM_006370842.2,1221.0,0.06931818181818182
XM_006370843.2,1743.0,0.10053827751196173
XM_006370845.2,1129.0,0.06381578947368421
XM_006370850.2,3092.0,0.18122009569377992
XM_006370851.2,1751.0,0.10101674641148325
XM_006370852.2,1752.0,0.10107655502392345
XM_006370853.2,3029.0,0.17745215311004786
XM_006370862.2,3581.0,0.2104665071770335
XM_006370863.2,1731.0,0.09982057416267943
XM_006370864.2,1633.0,0.09395933014354067
XM_006370866.2,1563.0,0.08977272727272728
XM_006370867.2,1557.0,0.08941387559808613
XM_006370902.2,3775.0,0.22206937799043064
XM_006370905.2,1162.0,0.06578947368421052
XM_006370906.2,873.0,0.04850478468899522
XM_006370907.2,1642.0,0.0944976076555024
XM_006370908.2,685.0,0.03726076555023924
XM_006370909.2,1762.0,0.10167464114832536
XM_006370917.2,1085.0,0.06118421052631579
XM_006370933.2,998.0,0.05598086124401914
XM_006370937.2,749.0,0.04108851674641149
XM_006370938.2,2657.0,0.15520334928229665
XM_006370939.2,3000.0,0.1757177033492823
XM_006370941.2,1605.0,0.09228468899521532
XM_006370942.2,1221.0,0.06931818181818182
XM_006370943.2,819.0,0.045275119617224885
XM_006370944.2,761.0,0.041806220095693784
XM_006370948.2,1325.0,0.07553827751196172
XM_006370949.2,914.0,0.05095693779904306
XM_006370954.2,956.0,0.0534688995215311
XM_006370955.2,1248.0,0.07093301435406699
XM_006370968.2,1334.0,0.07607655502392345
XM_006370979.2,3769.0,0.22171052631578947
XM_006370980.1,798.0,0.04401913875598086
XM_006370985.2,4038.0,0.23779904306220095
XM_006371004.2,1704.0,0.09820574162679425
XM_006371006.2,689.0,0.0375
XM_006371012.2,1300.0,0.07404306220095694
XM_006371014.2,1760.0,0.10155502392344498
XM_006371020.2,1790.0,0.10334928229665072
XM_006371021.2,1828.0,0.10562200956937799
XM_006371027.2,4658.0,0.2748803827751196
XM_006371032.2,2667.0,0.15580143540669858
XM_006371037.2,1655.0,0.09527511961722489
XM_006371040.2,1393.0,0.07960526315789473
XM_006371043.2,2564.0,0.14964114832535885
XM_006371044.2,1933.0,0.11190191387559809
XM_006371049.2,1337.0,0.07625598086124402
XM_006371052.2,1495.0,0.08570574162679426
XM_006371053.1,402.0,0.020334928229665074
XM_006371056.2,1019.0,0.05723684210526316
XM_006371058.2,869.0,0.04826555023923445
XM_006371060.2,860.0,0.04772727272727273
XM_006371061.2,1031.0,0.05795454545454545
XM_006371062.2,1330.0,0.07583732057416268
XM_006371063.2,1049.0,0.0590311004784689
XM_006371064.2,992.0,0.05562200956937799
XM_006371066.2,1115.0,0.06297846889952154
XM_006371067.2,888.0,0.049401913875598086
XM_006371068.2,1147.0,0.06489234449760765
XM_006371070.2,1075.0,0.060586124401913875
XM_006371072.2,974.0,0.05454545454545455
XM_006371073.2,998.0,0.05598086124401914
XM_006371074.2,1103.0,0.06226076555023924
XM_006371077.2,1869.0,0.10807416267942584
XM_006371080.2,1783.0,0.10293062200956939
XM_006371084.2,1168.0,0.06614832535885168
XM_006371089.2,1788.0,0.10322966507177034
XM_006371094.2,1512.0,0.08672248803827752
XM_006371098.2,836.0,0.046291866028708134
XM_006371100.2,1185.0,0.06716507177033493
XM_006371102.2,1478.0,0.08468899521531101
XM_006371104.2,1294.0,0.0736842105263158
XM_006371111.2,2164.0,0.1257177033492823
XM_006371118.2,2699.0,0.1577153110047847
XM_006371120.2,2703.0,0.15795454545454546
XM_006371121.2,2706.0,0.15813397129186604
XM_006371123.2,2664.0,0.155622009569378
XM_006371137.2,1591.0,0.09144736842105264
XM_006371139.2,3141.0,0.1841507177033493
XM_006371140.2,886.0,0.049282296650717705
XM_006371161.2,825.0,0.04563397129186603
XM_006371164.2,1461.0,0.08367224880382776
XM_006371169.2,1097.0,0.06190191387559809
XM_006371173.2,2391.0,0.13929425837320575
XM_006371181.2,1178.0,0.0667464114832536
XM_006371186.2,1122.0,0.06339712918660287
XM_006371195.2,1456.0,0.0833732057416268
XM_006371196.2,744.0,0.04078947368421053
XM_006371197.2,2098.0,0.12177033492822967
XM_006371198.2,1978.0,0.1145933014354067
XM_006371206.2,621.0,0.03343301435406699
XM_006371207.2,951.0,0.053169856459330145
XM_006371212.2,1773.0,0.10233253588516747
XM_006371213.2,1193.0,0.06764354066985646
XM_006371215.2,966.0,0.05406698564593301
XM_006371228.2,2923.0,0.17111244019138758
XM_006371230.2,3250.0,0.19066985645933016
XM_006371246.2,1139.0,0.06441387559808613
XM_006371249.2,2281.0,0.1327153110047847
XM_006371252.2,1353.0,0.07721291866028708
XM_006371253.2,2644.0,0.15442583732057416
XM_006371255.2,1767.0,0.10197368421052631
XM_006371259.2,2192.0,0.12739234449760767
XM_006371261.2,1206.0,0.06842105263157895
XM_006371264.2,1814.0,0.10478468899521531
XM_006371266.2,1152.0,0.06519138755980862
XM_006371267.1,651.0,0.035227272727272725
XM_006371268.2,1092.0,0.06160287081339713
XM_006371269.2,1271.0,0.07230861244019139
XM_006371271.2,662.0,0.03588516746411483
XM_006371275.2,1733.0,0.09994019138755982
XM_006371276.2,1405.0,0.08032296650717703
XM_006371277.2,1407.0,0.08044258373205741
XM_006371278.2,3903.0,0.22972488038277514
XM_006371279.2,2004.0,0.11614832535885168
XM_006371280.2,2047.0,0.1187200956937799
XM_006371283.2,468.0,0.024282296650717704
XM_006371284.2,1635.0,0.09407894736842105
XM_006371287.2,2094.0,0.1215311004784689
XM_006371288.2,1151.0,0.06513157894736843
XM_006371289.2,1186.0,0.06722488038277512
XM_006371292.2,1392.0,0.07954545454545454
XM_006371293.2,465.0,0.02410287081339713
XM_006371295.2,1354.0,0.07727272727272727
XM_006371296.2,986.0,0.05526315789473684
XM_006371297.2,1784.0,0.10299043062200958
XM_006371300.2,2922.0,0.17105263157894737
XM_006371301.2,806.0,0.0444976076555024
XM_006371303.2,1383.0,0.07900717703349283
XM_006371304.2,1340.0,0.07643540669856459
XM_006371305.2,1376.0,0.07858851674641149
XM_006371306.2,1479.0,0.0847488038277512
XM_006371309.2,2613.0,0.15257177033492825
XM_006371310.1,1107.0,0.0625
XM_006371312.2,1995.0,0.11561004784688995
XM_006371316.2,3921.0,0.23080143540669856
XM_006371317.2,2456.0,0.1431818181818182
XM_006371318.2,1097.0,0.06190191387559809
XM_006371320.2,3458.0,0.20311004784688996
XM_006371322.2,2391.0,0.13929425837320575
XM_006371323.2,997.0,0.05592105263157895
XM_006371327.2,1916.0,0.11088516746411484
XM_006371329.2,5202.0,0.30741626794258375
XM_006371354.2,1133.0,0.06405502392344498
XM_006371363.2,1117.0,0.06309808612440192
XM_006371365.2,1171.0,0.06632775119617225
XM_006371374.2,853.0,0.04730861244019139
XM_006371379.2,1725.0,0.09946172248803828
XM_006371382.2,908.0,0.05059808612440191
XM_006371384.2,2066.0,0.11985645933014355
XM_006371388.2,1123.0,0.06345693779904306
XM_006371393.2,4069.0,0.2396531100478469
XM_006371394.2,4079.0,0.2402511961722488
XM_006371396.2,2463.0,0.14360047846889953
XM_006371404.2,675.0,0.03666267942583732
XM_006371405.2,693.0,0.03773923444976077
XM_006371406.2,1063.0,0.05986842105263158
XM_006371409.2,771.0,0.042404306220095694
XM_006371414.2,781.0,0.04300239234449761
XM_006371416.2,2042.0,0.11842105263157895
XM_006371420.2,1957.0,0.11333732057416268
XM_006371431.2,1289.0,0.07338516746411483
XM_006371437.2,1019.0,0.05723684210526316
XM_006371450.2,1071.0,0.060346889952153114
XM_006371451.2,378.0,0.01889952153110048
XM_006371452.2,1642.0,0.0944976076555024
XM_006371458.2,1707.0,0.09838516746411484
XM_006371463.2,949.0,0.053050239234449764
XM_006371478.2,3023.0,0.1770933014354067
XM_006371480.2,1027.0,0.05771531100478469
XM_006371482.2,1674.0,0.09641148325358852
XM_006371483.2,3763.0,0.22135167464114833
XM_006371484.1,1246.0,0.0708133971291866
XM_006371485.2,1208.0,0.06854066985645933
XM_006371487.2,939.0,0.05245215311004785
XM_006371488.2,906.0,0.05047846889952153
XM_006371489.2,938.0,0.05239234449760766
XM_006371490.2,1366.0,0.07799043062200957
XM_006371493.2,1475.0,0.08450956937799044
XM_006371496.2,1535.0,0.08809808612440191
XM_006371498.2,861.0,0.04778708133971292
XM_006371500.2,1184.0,0.06710526315789474
XM_006371504.2,1421.0,0.0812799043062201
XM_006371508.2,994.0,0.05574162679425838
XM_006371511.2,2402.0,0.13995215311004786
XM_006371512.2,1180.0,0.06686602870813398
XM_006371513.2,1395.0,0.07972488038277512
XM_006371514.2,1844.0,0.10657894736842105
XM_006371516.2,2577.0,0.15041866028708134
XM_006371521.2,1899.0,0.10986842105263159
XM_006371522.2,656.0,0.035526315789473684
XM_006371523.2,1422.0,0.0813397129186603
XM_006371525.2,3414.0,0.20047846889952153
XM_006371526.2,1863.0,0.1077153110047847
XM_006371527.2,3236.0,0.18983253588516746
XM_006371528.2,2152.0,0.125
XM_006371529.2,4145.0,0.24419856459330144
XM_006371531.2,686.0,0.03732057416267943
XM_006371534.2,1565.0,0.08989234449760766
XM_006371535.2,471.0,0.024461722488038278
XM_006371537.2,392.0,0.019736842105263157
XM_006371538.2,2400.0,0.13983253588516747
XM_006371539.2,1498.0,0.08588516746411483
XM_006371540.2,1857.0,0.10735645933014354
XM_006371541.2,1799.0,0.10388755980861245
XM_006371542.2,1437.0,0.08223684210526316
XM_006371544.2,740.0,0.04055023923444976
XM_006371546.2,2158.0,0.12535885167464114
XM_006371547.2,1347.0,0.07685406698564594
XM_006371548.2,809.0,0.04467703349282297
XM_006371549.2,1699.0,0.0979066985645933
XM_006371556.2,1900.0,0.10992822966507178
XM_006371562.2,1972.0,0.11423444976076555
XM_006371568.2,640.0,0.034569377990430625
XM_006371569.2,775.0,0.04264354066985646
XM_006371571.2,848.0,0.04700956937799043
XM_006371572.2,609.0,0.03271531100478469
XM_006371575.2,652.0,0.03528708133971292
XM_006371576.2,621.0,0.03343301435406699
XM_006371577.2,648.0,0.035047846889952154
XM_006371578.2,605.0,0.03247607655502392
XM_006371580.2,742.0,0.04066985645933015
XM_006371582.2,1394.0,0.07966507177033492
XM_006371583.2,1750.0,0.10095693779904306
XM_006371586.2,1237.0,0.07027511961722488
XM_006371587.2,1283.0,0.07302631578947369
XM_006371589.2,2785.0,0.16285885167464115
XM_006371591.2,3247.0,0.19049043062200957
XM_006371595.2,1017.0,0.057117224880382775
XM_006371601.2,838.0,0.046411483253588515
XM_006371605.2,1495.0,0.08570574162679426
XM_006371607.2,3238.0,0.18995215311004784
XM_006371609.2,3271.0,0.19192583732057417
XM_006371610.2,3137.0,0.18391148325358853
XM_006371612.2,1018.0,0.057177033492822965
XM_006371618.2,717.0,0.03917464114832536
XM_006371619.2,800.0,0.04413875598086125
XM_006371629.2,3471.0,0.20388755980861245
XM_006371637.2,2071.0,0.1201555023923445
XM_006371641.2,1976.0,0.11447368421052632
XM_006371646.2,2163.0,0.1256578947368421
XM_006371652.2,1224.0,0.06949760765550239
XM_006371656.2,1693.0,0.09754784688995216
XM_006371659.2,1784.0,0.10299043062200958
XM_006371662.2,2559.0,0.1493421052631579
XM_006371664.2,2207.0,0.12828947368421054
XM_006371666.2,3428.0,0.20131578947368423
XM_006371668.2,731.0,0.04001196172248804
XM_006371669.2,732.0,0.04007177033492823
XM_006371672.2,2707.0,0.15819377990430622
XM_006371675.2,497.0,0.026016746411483254
XM_006371678.2,1063.0,0.05986842105263158
XM_006371679.2,1058.0,0.059569377990430626
XM_006371681.2,623.0,0.03355263157894737
XM_006371688.2,2382.0,0.13875598086124402
XM_006371689.2,2302.0,0.1339712918660287
XM_006371700.2,1270.0,0.0722488038277512
XM_006371705.2,1428.0,0.08169856459330144
XM_006371707.2,2576.0,0.15035885167464116
XM_006371714.2,1430.0,0.08181818181818182
XM_006371723.2,3299.0,0.19360047846889952
XM_006371734.2,845.0,0.04683014354066986
XM_006371736.2,2035.0,0.11800239234449761
XM_006371737.2,1853.0,0.10711722488038278
XM_006371739.2,1566.0,0.08995215311004785
XM_006371740.2,472.0,0.02452153110047847
XM_006371741.2,816.0,0.04509569377990431
XM_006371742.2,1145.0,0.06477272727272727
XM_006371745.2,1173.0,0.06644736842105263
XM_006371748.2,2737.0,0.15998803827751196
XM_006371750.2,1677.0,0.09659090909090909
XM_006371753.2,1252.0,0.07117224880382775
XM_006371755.2,1827.0,0.1055622009569378
XM_006371759.2,3416.0,0.20059808612440191
XM_006371761.2,2501.0,0.1458732057416268
XM_006371762.2,3064.0,0.17954545454545456
XM_006371763.2,3312.0,0.194377990430622
XM_006371764.2,830.0,0.045933014354066985
XM_006371768.2,2269.0,0.1319976076555024
XM_006371770.2,2557.0,0.1492224880382775
XM_006371771.2,1629.0,0.09372009569377991
XM_006371773.2,2479.0,0.14455741626794258
XM_006371775.2,1896.0,0.109688995215311
XM_006371776.2,1333.0,0.07601674641148326
XM_006371777.2,1935.0,0.11202153110047847
XM_006371779.2,1657.0,0.09539473684210527
XM_006371781.2,1809.0,0.10448564593301436
XM_006371786.2,1118.0,0.06315789473684211
XM_006371789.2,958.0,0.053588516746411484
XM_006371791.2,1022.0,0.05741626794258373
XM_006371799.2,988.0,0.05538277511961723
XM_006371800.2,1527.0,0.08761961722488039
XM_006371807.2,739.0,0.04049043062200957
XM_006371812.2,1441.0,0.08247607655502392
XM_006371813.2,5044.0,0.2979665071770335
XM_006371826.2,2723.0,0.1591507177033493
XM_006371831.2,1402.0,0.08014354066985646
XM_006371832.2,1325.0,0.07553827751196172
XM_006371835.2,1510.0,0.08660287081339713
XM_006371836.2,971.0,0.05436602870813397
XM_006371838.2,2130.0,0.1236842105263158
XM_006371846.2,2671.0,0.15604066985645934
XM_006371853.2,2153.0,0.1250598086124402
XM_006371855.2,2229.0,0.12960526315789475
XM_006371857.2,1968.0,0.11399521531100479
XM_006371869.2,1538.0,0.0882775119617225
XM_006371870.2,2436.0,0.14198564593301435
XM_006371872.2,1469.0,0.08415071770334928
XM_006371877.2,3212.0,0.18839712918660287
XM_006371878.2,1648.0,0.09485645933014354
XM_006371884.2,1149.0,0.06501196172248803
XM_006371887.2,1735.0,0.1000598086124402
XM_006371888.2,1052.0,0.05921052631578948
XM_006371889.2,1183.0,0.06704545454545455
XM_006371890.2,2204.0,0.12811004784688995
XM_006371892.2,720.0,0.03935406698564593
XM_006371893.2,2012.0,0.1166267942583732
XM_006371896.2,1214.0,0.06889952153110047
XM_006371897.2,1304.0,0.0742822966507177
XM_006371898.2,1288.0,0.07332535885167464
XM_006371901.2,2176.0,0.1264354066985646
XM_006371904.2,1291.0,0.07350478468899521
XM_006371906.2,2727.0,0.15938995215311005
XM_006371907.2,1998.0,0.11578947368421053
XM_006371909.2,1350.0,0.07703349282296651
XM_006371912.2,787.0,0.04336124401913876
XM_006371915.2,1251.0,0.07111244019138756
XM_006371916.2,1962.0,0.11363636363636365
XM_006371917.2,1639.0,0.09431818181818181
XM_006371918.2,1641.0,0.09443779904306221
XM_006371919.2,1691.0,0.09742822966507177
XM_006371920.2,4027.0,0.23714114832535885
XM_006371922.2,1357.0,0.07745215311004786
XM_006371923.2,1655.0,0.09527511961722489
XM_006371925.2,1777.0,0.10257177033492823
XM_006371926.2,836.0,0.046291866028708134
XM_006371931.2,1329.0,0.07577751196172249
XM_006371932.2,1843.0,0.10651913875598086
XM_006371933.2,1877.0,0.10855263157894737
XM_006371934.2,2111.0,0.12254784688995216
XM_006371941.2,2376.0,0.13839712918660288
XM_006371942.2,593.0,0.031758373205741625
XM_006371943.2,1157.0,0.06549043062200957
XM_006371954.2,1921.0,0.11118421052631579
XM_006371955.2,1949.0,0.11285885167464116
XM_006371966.2,1859.0,0.10747607655502393
XM_006371974.2,1485.0,0.08510765550239234
XM_006371981.2,3066.0,0.17966507177033494
XM_006371986.2,1526.0,0.0875598086124402
XM_006371991.2,2439.0,0.14216507177033494
XM_006372000.2,2037.0,0.11812200956937799
XM_006372004.2,2173.0,0.126255980861244
XM_006372010.2,1401.0,0.08008373205741627
XM_006372015.2,2183.0,0.12685406698564594
XM_006372017.2,2110.0,0.12248803827751197
XM_006372018.2,1929.0,0.11166267942583732
XM_006372033.2,2097.0,0.12171052631578948
XM_006372034.2,2097.0,0.12171052631578948
XM_006372036.2,1744.0,0.10059808612440192
XM_006372038.2,817.0,0.0451555023923445
XM_006372043.2,1672.0,0.09629186602870814
XM_006372045.2,1114.0,0.06291866028708135
XM_006372046.2,765.0,0.042045454545454546
XM_006372062.2,834.0,0.04617224880382775
XM_006372063.2,1536.0,0.0881578947368421
XM_006372065.2,1373.0,0.07840909090909091
XM_006372069.2,1214.0,0.06889952153110047
XM_006372074.2,1983.0,0.11489234449760766
XM_006372081.2,625.0,0.03367224880382775
XM_006372087.2,2171.0,0.12613636363636363
XM_006372094.2,3117.0,0.1827153110047847
XM_006372098.2,2057.0,0.11931818181818182
XM_006372100.2,770.0,0.042344497607655504
XM_006372104.2,1676.0,0.0965311004784689
XM_006372108.2,2120.0,0.12308612440191388
XM_006372115.2,1681.0,0.09683014354066986
XM_006372121.2,999.0,0.05604066985645933
XM_006372123.2,1195.0,0.06776315789473684
XM_006372126.2,3014.0,0.176555023923445
XM_006372127.2,4185.0,0.2465909090909091
XM_006372134.2,712.0,0.038875598086124404
XM_006372135.2,724.0,0.0395933014354067
XM_006372136.2,669.0,0.03630382775119617
XM_006372138.2,2166.0,0.1258373205741627
XM_006372142.2,1104.0,0.06232057416267943
XM_006372143.2,4060.0,0.23911483253588517
XM_006372148.2,2567.0,0.14982057416267944
XM_006372149.2,2562.0,0.14952153110047847
XM_006372153.2,1573.0,0.09037081339712918
XM_006372154.2,1528.0,0.08767942583732058
XM_006372156.2,4990.0,0.2947368421052632
XM_006372157.2,5098.0,0.30119617224880385
XM_006372161.2,2451.0,0.14288277511961722
